artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,genres
Hudson Mohawke,0.598,0.711,0.761,0.127,0.134,-7.267,0.233,160.738,0.526,52,6,1,"['bass music', 'purple sound', 'scottish electronic', 'scottish hip hop', 'uk experimental electronic', 'wonky']"
Hue and Cry,0.25,0.728,0.866,0,0.0585,-9.986,0.0352,123.157,0.659,47,7,1,"['dance rock', 'new wave pop']"
Hues Corporation,0.269666667,0.602666667,0.672333333,0,0.119333333,-8.277666667,0.0615,107.0716667,0.846,50.66666667,3,1,['disco']
Huey,0.0060744,0.7476,0.6226,0,0.2874,-7.3308,0.223,144.1112,0.6228,52.4,0,1,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
"Huey ""Piano"" Smith",0.629,0.735,0.799666667,0.119150513,0.228766667,-6.967,0.059433333,126.716,0.941,28.33333333,3,1,"['louisiana blues', 'new orleans blues', 'rhythm and blues']"
Huey Dunbar,0.576666667,0.769666667,0.705666667,2.68E-06,0.132933333,-4.932,0.033466667,113.8683333,0.906333333,45.66666667,5,0,"['latin', 'modern salsa', 'salsa', 'tropical']"
Huey Lewis,0.127,0.745,0.647,0,0.0505,-6.458,0.0442,83.346,0.821,56,4,1,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
Huey Lewis & The News,0.114847089,0.604755556,0.688711111,0.001847389,0.194548889,-9.901311111,0.0361,126.2643778,0.809511111,37.57777778,2,1,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
Huey P. Newton,0.996,0.719,0.02335,0.3185,0.185,-30.805,0.3275,113.462,0.468,26.5,9,1,[]
Huge Hawaiian Hit,0.855,0.738,0.357,0.00689,0.111,-12.418,0.0383,119.475,0.376,41,7,1,[]
Hugh Augustine,0.324,0.717,0.602,1.10E-05,0.0923,-9.441,0.323,124.003,0.539,57,0,0,[]
Hugh Jackman,0.244282714,0.434857143,0.499571429,0.009391743,0.235542857,-11.63242857,0.1021,105.9222857,0.190314286,71,7,1,"['hollywood', 'show tunes']"
Hugh Maclean,0.984,0.2135,0.27,0.7775,0.1452,-23.948,0.05665,130.746,0.11215,0,2,1,[]
Hugh Martin,0.806,0.533,0.293,0,0.592,-13.903,0.103,115.105,0.679,0,0,0,[]
Hugh Masekela,0.543333333,0.620333333,0.511333333,0.731666667,0.369333333,-11.309,0.035933333,110.5643333,0.797333333,37.66666667,7,0,"['afrobeat', 'afropop', 'jazz trumpet', 'south african jazz', 'world']"
Hugh McLean,0.979,0.122,0.269,0.98,0.0955,-24.959,0.103,82.229,0.0484,0,6,1,[]
Hugh Mundell,0.0253,0.775666667,0.446,0.007476467,0.0956,-9.851,0.161066667,120.921,0.599,37.33333333,7,0,"['dub', 'modern reggae', 'reggae', 'roots reggae']"
Hugh Tracey,0.9544,0.6326,0.1305,5.42E-05,0.136,-19.1288,0.4212,114.4258,0.784,0.2,0,0,[]
Hugo,0.0357,0.529,0.557,3.93E-05,0.0734,-7.762,0.0738,162.599,0.592,61,9,1,"['channel pop', 'indie cafe pop', 'post-teen pop', 'viral pop']"
Hugo Blanco,0.289,0.555,0.872,0.278,0.117,-2.752,0.0427,95.666,0.666,13,5,0,"['classic venezuelan pop', 'cumbia']"
Hugo Dwyer,0.0103,0.736,0.604,5.98E-05,0.13,-11.026,0.163,172.959,0.685,46,7,1,[]
Hugo Friedhofer,0.136,0.206,0.308,0.612,0.199,-12.51,0.0365,82.201,0.11,0,3,1,['classic soundtrack']
Hugo Meyer-Welfing,0.933,0.339666667,0.281333333,5.21E-06,0.449,-15.179,0.0629,83.143,0.296666667,0,5,1,[]
Hugo Montenegro,0.80025,0.5435,0.50825,0.811625,0.1673125,-14.353125,0.094875,125.34275,0.7505,15,1,1,"['classic soundtrack', 'easy listening', 'exotica', 'lounge', 'moog']"
Hugo Winterhalter & His Orchestra,0.916,0.172,0.1865,0.8815,0.1095,-14.295,0.0372,60.5245,0.0753,21,0,1,['easy listening']
Hugo Winterhalter And His Orchestra,0.8885,0.217,0.15435,3.06E-05,0.4165,-13.45,0.031,85.2965,0.271,0,2,1,['easy listening']
Hugo Winterhalter and His Orchestra and Chorus,0.77,0.543,0.634,0,0.206,-5.327,0.085,166.722,0.825,11,8,1,[]
Hugo Wolf,0.9897,0.4449,0.09945,0.036694516,0.1218,-17.4887,0.06103,120.3212,0.25857,0,1,1,"['classical', 'post-romantic era']"
Hugo von Hofmannsthal,0.3935,0.719,0.22875,0,0.30975,-20.62125,0.77025,117.2695,0.6205,0,1,1,['german literature']
Hugues Cuénod,0.965555556,0.471888889,0.115477778,0.042905778,0.304611111,-23.24344444,0.097266667,111.0981111,0.412888889,7.333333333,7,1,['classical tenor']
Huguette Tourangeau,0.979,0.194,0.22,0.074502905,0.234,-20.996,0.0537,77.489,0.0691,27.5,2,1,['classical mezzo-soprano']
Hui Ohana,0.9255,0.53775,0.252,0.06995385,0.1195,-12.777,0.02955,94.83525,0.68475,31,7,1,"['hawaiian', 'jawaiian']"
Hula,0.00766,0.664,0.727,8.13E-06,0.179,-12.901,0.0883,115.904,0.351,32,11,1,[]
Hum,0.00081626,0.341166667,0.641,0.466833333,0.171483333,-13.40483333,0.041833333,117.6618333,0.219266667,36.5,2,1,"['contemporary country', 'country pop']"
Human Race,0.595,0.737,0.538,0.418,0.105,-9.414,0.0421,100.018,0.453,22,8,1,[]
Humberto Gattica,0.34,0.52,0.652,5.49E-05,0.256,-6.655,0.0274,80.609,0.722,69,5,1,[]
Humberto Morales,0.461,0.607,0.929,0.893,0.0775,-5.112,0.0504,138.443,0.96,3,5,0,[]
Humble Pie,0.111058833,0.421111111,0.551333333,0.025899243,0.250138889,-12.32977778,0.054461111,134.6133889,0.599055556,29.55555556,2,1,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'southern rock', 'symphonic rock']"
Huncho Da Rockstar,0.0107,0.846,0.324,0,0.0966,-12.434,0.667,143.988,0.399,65,2,1,[]
Huncho Jack,0.016588333,0.793,0.676833333,0.001465,0.132933333,-4.167333333,0.104883333,148.3471667,0.287016667,64.33333333,1,1,"['melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Hundred Waters,0.305333333,0.516666667,0.562666667,0.002953333,0.185666667,-7.193,0.052,110.592,0.0856,58,1,1,"['gainesville indie', 'indie psych-pop']"
Hungarian Festival Chorus,0.972,0.3845,0.1545,0.4275,0.1315,-19.3805,0.0436,99.996,0.2955,47.5,7,1,[]
Hungarian Quintet,0.994333333,0.317333333,0.068166667,0.868666667,0.127533333,-21.36166667,0.037766667,103.653,0.238433333,0,3,1,['brass quintet']
Hungarian Radio Chorus,0.947333333,0.290666667,0.190333333,0.686333333,0.201833333,-17.43566667,0.0787,92.304,0.2681,43.66666667,2,1,[]
Hungarian State Opera Chorus,0.964,0.0847,0.0856,0.592,0.289,-24.716,0.0405,84.245,0.0764,49,2,0,[]
Hungarian State Opera Orchestra,0.964,0.0847,0.0856,0.592,0.289,-24.716,0.0405,84.245,0.0764,49,2,0,[]
Hungarian State Orchestra,0.914666667,0.235,0.171366667,0.242166667,0.171633333,-19.65666667,0.0537,74.032,0.109666667,0.666666667,4,1,[]
Hunter Foster,0.664,0.366,0.404,0,0.0733,-7.947,0.041,99.009,0.341,50,9,1,"['broadway', 'show tunes']"
Hunter Hayes,0.191944,0.51216,0.6444,4.73E-07,0.11076,-6.47152,0.043608,127.67968,0.46392,53.16,4,1,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
Hunter Phelps,0.0176,0.519,0.712,0,0.0722,-8.347,0.0303,142.973,0.374,60,6,1,"['contemporary country', 'country pop']"
Hunters & Collectors,0.133,0.577,0.468,0.0131,0.305,-15.437,0.0282,112.989,0.944,30,4,1,"['australian alternative rock', 'australian pop', 'australian rock']"
Hurricane,0.0243,0.539,0.964,5.27E-05,0.719,-3.889,0.0458,110.135,0.543,38,8,1,"['deep southern trap', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Hurricane Chris,0.071984286,0.654428571,0.714285714,0,0.130471429,-5.138142857,0.328714286,123.5505714,0.608714286,46.57142857,6,1,"['deep southern trap', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Hurt,0.00479,0.487,0.736666667,1.40E-05,0.1364,-5.741,0.0569,153.759,0.34,45.33333333,6,1,"['metropopolis', 'neo-synthpop']"
Hurts,0.129,0.544,0.915,0.000914,0.115,-3.405,0.0841,126.094,0.51,72,8,1,"['metropopolis', 'neo-synthpop']"
Hushed,0.927,0.27,0.0205,0.91,0.113,-29.372,0.0359,69.882,0.109,65,3,1,"['background music', 'calming instrumental', 'focus']"
Huskai,0.295,0.455,0.496,0,0.473,-8.483,0.11,131.88,0.317,60,1,0,[]
Husn Banu,0.9866875,0.4850625,0.2110625,0.758875,0.212,-13.1269375,0.1326125,89.996625,0.586875,0,9,1,[]
Husnalal,0.994,0.583,0.209,0.321,0.131,-14.833,0.0523,153.174,0.92,0,3,1,[]
Husnlal Bhagatram,0.99,0.403,0.265,0.0018945,0.307,-11.33,0.0863,159.149,0.5565,0,0,1,[]
Hussein Fatal,0.0634,0.536,0.836,0,0.21,-5.107,0.474,187.328,0.398,56,8,1,['new jersey rap']
Hyde Brothers,0.968,0.688,0.617,0.942,0.0973,-6.505,0.0673,136.68,0.975,0,10,1,"['carnatic', 'carnatic vocal', 'indian classical']"
Hykoski Studios,0.000591,0.779,0.121,0.805,0.105,-23.027,0.0547,100.003,0.335,2,1,1,[]
Hyldon,0.0906,0.656,0.561,0,0.366,-7.774,0.0454,129.076,0.51,44,7,1,"['brazilian soul', 'mpb', 'samba']"
Hyper,0.000969,0.424,0.797,0.841,0.234,-2.321,0.0577,179.893,0.223,59,5,1,"['catstep', 'edm', 'kawaii future bass', 'otacore']"
Hypnotic Brass Ensemble,0.114,0.724,0.803,0,0.214,-4.017,0.178,138.17,0.565,49,5,0,"['brass band', 'second line', 'street band']"
Hypnotize Camp Posse,0.17,0.812,0.823,0,0.0879,-3.166,0.248,154.081,0.931,38,1,0,"['crunk', 'dirty south rap', 'memphis hip hop']"
HyunA,0.0379,0.7095,0.894,0.0004195,0.347,-3.244,0.0645,154.88,0.6555,56,10,1,['k-pop']
"Händel, Georg Friedrich (DP)",0.8695,0.434,0.309,0.4701,0.1098,-8.693,0.0316,89.9065,0.2665,0,3,1,[]
Håvard Gimse,0.992,0.369,0.00372,0.858,0.0921,-27.547,0.0391,67.856,0.064,44,2,1,['classical piano']
"Héctor ""El Father""",0.25832,0.789333333,0.744866667,0.012462943,0.284153333,-6.820333333,0.138273333,103.5942667,0.55804,50.2,1,1,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']"
Héctor & Tito,0.0574,0.649,0.685,0.000115,0.584,-9.974,0.0471,172.017,0.362,55,9,0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
"Héctor Acosta ""El Torito""",0.351333333,0.870333333,0.7265,5.94E-06,0.148611111,-4.560666667,0.037538889,128.7622222,0.853777778,49.61111111,4,1,"['bachata', 'dominican pop', 'latin', 'tropical']"
Héctor Insúa,0.9285,0.399,0.3355,0.1745,0.288,-12.376,0.03855,119.1215,0.4675,0,1,0,[]
Héctor Lavoe,0.565718333,0.5891,0.676816667,0.030577801,0.170643333,-6.850116667,0.047115833,109.0757833,0.783291667,40.46666667,0,0,"['latin jazz', 'salsa', 'salsa puertorriquena', 'tropical']"
Hélène Bouvier,0.953,0.269,0.1775,1.13E-05,0.372,-17.92,0.05545,82.461,0.2115,0,0,0,[]
Hélène Grimaud,0.988,0.319,0.0712,0.905,0.141,-26.415,0.0379,95.365,0.0835,51,1,1,"['classical performance', 'classical piano']"
Hélène Mercier,0.9595,0.3705,0.00756,0.8365,0.04865,-40.461,0.0426,123.7765,0.202,45.5,3,1,['classical piano']
Hëctor Montemayor,0.573,0.757,0.4655,0,0.0737,-6.682,0.0338,101.8035,0.838,34,7,1,"['banda', 'norteno', 'ranchera']"
Hünkar,0.144377778,0.731333333,0.599,0.1493396,0.115888889,-8.441777778,0.157044444,135.0436667,0.265333333,14.44444444,9,0,['turkish trap pop']
Hüsker Dü,0.047193125,0.317235714,0.888035714,0.168019932,0.267575,-11.20917857,0.076257143,137.4703571,0.382,31.17857143,7,1,"['alternative pop', 'alternative rock', 'dance rock', 'gbvfi', 'hardcore punk', 'indie rock', 'post-hardcore', 'post-punk', 'power pop', 'punk']"
I AM THEY,0.048,0.417,0.524,0,0.103,-6.6,0.0326,75.266,0.152,62,10,1,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
I DONT KNOW HOW BUT THEY FOUND ME,0.068663333,0.614333333,0.759666667,3.07E-05,0.355333333,-5.420666667,0.0751,135.4976667,0.734333333,64.66666667,11,0,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']"
I Eat Plants for a Living,0.563,0.684,0.295,0.577,0.111,-12.773,0.077,118.009,0.47,60,4,1,[]
I Monster,0.0151,0.546,0.508,0.00109,0.116,-6.301,0.0266,153.721,0.385,56,0,0,"['downtempo', 'electronica', 'trip hop']"
I Mother Earth,0.000657,0.526,0.965,0.514,0.279,-5.697,0.0698,126.006,0.392,37,11,1,"['canadian indie', 'canadian metal', 'canadian rock', 'funk metal', 'post-grunge']"
I Musici,0.966,0.258,0.0617,0.698,0.309,-25.764,0.0399,95.284,0.265,41,7,1,"['chamber orchestra', 'classical performance', 'string orchestra']"
I Musici de Montréal,0.985,0.155,0.00395,0.875,0.0678,-39.307,0.0413,176.976,0.0478,46,0,0,['chamber orchestra']
I Prevail,0.069043167,0.479690476,0.851642857,0.002114715,0.279266667,-5.354238095,0.080745238,140.3579762,0.320897619,59.9047619,11,0,['nu-metalcore']
I See Stars,0.00151075,0.42625,0.93675,0.013299375,0.15325,-3.27475,0.080425,127.00625,0.2135,53.5,6,0,"['deathstep', 'metalcore', 'neon pop punk', 'nintendocore', 'post-screamo', 'screamo', 'trancecore']"
I Set My Friends On Fire,0.01243,0.5245,0.9545,0,0.231,-3.9045,0.1145,158.11,0.454,43.5,5,1,"['electropowerpop', 'metalcore', 'nintendocore', 'screamo', 'trancecore']"
I Solisti Veneti,0.915,0.355,0.180666667,0.373,0.149666667,-17.60566667,0.0458,106.1193333,0.4071,42,9,0,"['chamber orchestra', 'classical performance']"
I Wayne,0.131,0.64,0.769,0,0.1635,-4.75,0.279,82.6355,0.8615,52.5,11,0,"['dancehall', 'lovers rock', 'modern reggae', 'roots reggae']"
I'm Blue,0.149,0.807,0.815,0,0.333,-5.684,0.0395,128.029,0.833,54,7,0,[]
I-15,0.0846,0.578,0.714,0,0.139,-3.551,0.0349,73.007,0.145,45,11,0,['urban contemporary']
I-20,0.12493,0.7778,0.6397,0,0.1268,-5.1989,0.14498,140.2201,0.3162,49.9,10,1,"['atl hip hop', 'dirty south rap', 'southern hip hop', 'trap']"
I-Roy,0.293,0.723,0.645,0.00092,0.164,-7.997,0.0662,129.904,0.781,32,9,0,[]
I. C. Goel,0.971,0.605,0.481,0.00012,0.647,-7.868,0.0448,82.51,0.889,0,11,0,[]
I. D. Panagiotopoulos,0.965,0.599,0.452,0.034,0.0924,-6.709,0.0634,122.344,0.747,0,0,0,[]
I. Dragatsis,0.994,0.475,0.363,0.271,0.068,-11.463,0.059,79.178,0.796,0,8,1,[]
I. Iacobescu,0.989,0.46,0.195,0.00249,0.166,-14.271,0.0616,118.885,0.517,0,5,1,[]
I. Karagiannis,0.994,0.481,0.298,0.945,0.0903,-14.16,0.0535,118.082,0.88,0,7,1,[]
I. Ogdontakis,0.986,0.504,0.355,0.9075,0.29,-15.769,0.09605,107.883,0.7165,0,7,1,[]
I. Vasilescu,0.978,0.587,0.398,0.00534,0.0844,-11.596,0.0475,117.907,0.742,0,9,0,[]
I.Georgakopoulou,0.996,0.719,0.246,0.705,0.128,-12.053,0.097,113.534,0.882,0,0,1,[]
I4NI,0.0816,0.679,0.581,0,0.123,-6.904,0.111,144.082,0.484,50,9,1,"['country rap', 'redneck']"
IAmChino,0.167,0.761,0.829,0,0.189,-3.203,0.0681,92.033,0.813,69,0,0,"['cubaton', 'reggaeton', 'tropical']"
ICC,0.129,0.738,0.684,6.40E-06,0.266,-5.55,0.0343,90.01,0.841,59,0,1,['cumbia sonidera']
ICEHOUSE,0.1071,0.663,0.8992,0.105405994,0.14556,-4.9322,0.05002,119.1328,0.5608,52.8,9,1,"['australian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
ICO,0.827,0.702,0.419,0.93,0.09,-11.964,0.043,149.945,0.13,42,4,0,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']"
IDK,0.0572335,0.745,0.6405,6.00E-06,0.118,-5.8685,0.225,110.548,0.523,63.5,6,1,"['dmv rap', 'hip hop', 'rap', 'underground hip hop']"
II D'Extreme,0.208,0.675,0.472,0,0.0727,-8.656,0.0305,130.033,0.567,31,3,0,[]
ILIRA,0.189,0.704,0.899,2.43E-05,0.228,-5.61,0.178,123.028,0.576,73,6,0,['albanian pop']
ILLENIUM,0.105971429,0.526607143,0.728857143,0.034052074,0.153910714,-4.535,0.08825,132.071,0.290160714,61,2,1,"['edm', 'electropop', 'melodic dubstep', 'pop', 'tropical house']"
ILOVEMAKONNEN,0.142611111,0.706111111,0.605666667,0.000159333,0.204666667,-5.596222222,0.106477778,143.8116667,0.414444444,59.66666667,8,0,"['atl hip hop', 'lgbtq+ hip hop', 'trap', 'underground hip hop']"
IM5,0.0783,0.747,0.801,0,0.0656,-6.172,0.0493,126.798,0.713,56,7,0,[]
INDIA,0.5921,0.5987,0.75625,0.027084,0.256175,-7.83195,0.06032,111.7906,0.7024,41.35,7,0,"['neo soul', 'r&b', 'urban contemporary']"
INOJ,0.1273,0.7568,0.5342,0.01122472,0.08348,-7.9544,0.0376,131.6794,0.5616,44.4,8,1,['pop rock']
INXS,0.043285871,0.588096774,0.763709677,0.125981824,0.199148387,-7.273580645,0.045641935,123.9270215,0.584483871,36.98924731,9,1,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
INXS with Jimmy Barnes,0.0525,0.529,0.987,0.0572,0.398,-5.991,0.0927,157.145,0.617,43,2,1,[]
INZO,0.0311,0.472,0.605,0.0308,0.101,-4.437,0.134,128.375,0.212,66,8,1,"['edm', 'vapor twitch']"
ION LIL GUT,0.0501,0.712,0.668,0,0.253,-8.526,0.0386,86.018,0.217,64,4,0,['melodic rap']
ITZY,0.013836667,0.8,0.889333333,8.41E-05,0.230666667,-3.931,0.070533333,124.004,0.722333333,75.33333333,6,0,"['k-pop', 'k-pop girl group']"
IU,0.328777778,0.737111111,0.697444444,0,0.152,-3.801222222,0.149633333,114.2183333,0.639111111,67.55555556,9,1,['k-pop']
IZ*ONE,0.062,0.758,0.927,0,0.343,-2.105,0.0537,122.999,0.738,71,7,1,"['k-pop', 'k-pop girl group']"
Iamjakehill,0.277486154,0.655538462,0.653384615,0,0.299846154,-7.123461538,0.155892308,109.0300769,0.471230769,65.53846154,1,1,"['dark trap', 'emo rap', 'pop rap']"
Iamsu!,0.105719167,0.786,0.558916667,0,0.16175,-7.898333333,0.116125,96.81658333,0.5275,56.41666667,1,1,"['cali rap', 'hyphy', 'trap', 'west coast trap']"
Ian & Sylvia,0.721,0.555714286,0.308285714,0.001583229,0.147114286,-16.10614286,0.0314,115.2178571,0.659857143,21.28571429,5,1,"['folk', 'folk rock', 'traditional folk']"
Ian Devaney,0.388766667,0.588666667,0.865333333,1.48E-06,0.153733333,-5.155333333,0.123933333,108.5696667,0.812666667,51,1,1,[]
Ian Dury,0.208344444,0.727555556,0.675333333,0.033036222,0.085444444,-11.175,0.0492,117.7433333,0.820666667,43.33333333,9,1,"['dance rock', 'pub rock', 'punk']"
Ian Gomm,0.0808,0.568,0.524,0.000219,0.12,-14.795,0.029,119.577,0.796,38,2,0,['pub rock']
Ian Hunter,0.0730266,0.579,0.732,0.0943334,0.14986,-8.4194,0.03856,109.236,0.7476,30.8,2,1,"['glam rock', 'pub rock', 'roots rock']"
Ian Matthews,0.18,0.598,0.47,0.001105,0.1205,-11.8025,0.0305,114.2055,0.559,40,7,1,['country rock']
Ian Munsick,0.0598,0.311,0.708,1.10E-06,0.115,-6.29,0.0445,80.893,0.46,58,9,1,['wyoming roots']
Ian Tyson,0.273,0.6745,0.4115,9.68E-05,0.15475,-14.22325,0.03585,121.43875,0.67175,28.5,9,1,"['canadian country', 'canadian singer-songwriter']"
Ian Wallace,0.983571429,0.484714286,0.115671429,0.055484667,0.222285714,-22.136,0.238357143,107.9335714,0.349285714,10,7,1,[]
Iasos,0.993,0.219,0.201965,0.8115,0.153,-21.9025,0.0539,77.2265,0.04925,32.5,7,0,"['fourth world', 'healing']"
Iawa Indians,0.944,0.425,0.0612,0,0.183,-16.703,0.096,106.997,0.159,0,8,1,[]
Ib Schønberg,0.993,0.742,0.447,0.449,0.136,-7.708,0.0429,105.778,0.874,0,2,1,['dansktop']
Ibrahim Ferrer,0.786333333,0.490777778,0.460666667,0.002545556,0.124955556,-9.262111111,0.046211111,88.59944444,0.558444444,51.22222222,10,1,"['bolero', 'cuban rumba', 'latin jazz', 'world']"
Ibrahim Özgür,0.975,0.502125,0.2145375,0.6505875,0.1718375,-13.672125,0.1018375,99.154,0.5205,0,0,0,[]
Ice Cube,0.10482231,0.790748538,0.713415205,0.010868945,0.279153801,-8.132011696,0.244817544,107.1818246,0.648701754,43.74269006,10,1,"['conscious hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
Ice Mc,0.06641,0.691,0.7245,0.0008365,0.24,-10.293,0.03065,133.974,0.576,57.5,2,0,"['bubblegum dance', 'eurodance', 'europop', 'hip house']"
Ice Nine Kills,0.0045074,0.4264,0.9594,0.00711415,0.30154,-3.8206,0.10396,129.67,0.3674,54.4,8,1,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo']"
Ice-T,0.064733789,0.830947368,0.722052632,0.049845576,0.277526316,-10.10584211,0.209326316,108.6879474,0.670631579,37.21052632,10,0,['emo rap']
Iced Earth,0.001835,0.501,0.843,0.002475,0.2233,-7.815,0.05965,121.2175,0.199,49.5,10,1,"['hard rock', 'melodic metal', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'power thrash', 'progressive metal', 'speed metal']"
Icehouse,0.0651,0.66,0.738,0.0144,0.116,-11.294,0.0287,115.813,0.704,47,5,0,"['australian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Icon For Hire,0.0132525,0.53425,0.83425,0,0.20805,-4.9385,0.065225,118.9975,0.66425,49.75,6,1,"['christian alternative rock', 'christian rock', 'gothic alternative', 'pixie', 'pop emo', 'slayer']"
Icona Pop,0.055735,0.6777,0.8139,0.00030819,0.31116,-4.1036,0.10685,109.4683,0.603,59.3,11,1,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']"
Ida Cox & Her All-Star Band,0.976,0.674,0.125,0.000109,0.0714,-14.622,0.06,90.888,0.618,0,10,1,[]
Ida Lupino,0.978,0.625,0.796,0,0.865,-7.333,0.22,98.302,0.579,1,8,0,[]
Ida Maria,0.0133,0.435,0.933,0,0.229,-5.572,0.0851,169.976,0.374,40,2,1,[]
Idan Raichel,0.6,0.418,0.798,0,0.19,-6.139,0.0442,180.049,0.42,44,11,1,"['classic israeli pop', 'israeli mediterranean', 'israeli pop', 'israeli singer-songwriter']"
Ideal,0.218615,0.763,0.614,0,0.1946,-7.309,0.07185,110.9295,0.617,41,10,1,"['chillhop', 'lo-fi beats']"
Idealism,0.6186,0.6236,0.3732,0.769,0.15552,-10.6894,0.0683,98.389,0.5014,63.4,11,1,"['chillhop', 'lo-fi beats']"
Idil Biret,0.989333333,0.35,0.052326667,0.887833333,0.108933333,-26.2005,0.043966667,79.24866667,0.194366667,43.66666667,11,1,['classical piano']
Idina Menzel,0.678794762,0.41102381,0.437411905,2.63E-05,0.161278571,-8.60202381,0.052185714,122.7444762,0.3515,52.85714286,0,1,"['hollywood', 'show tunes']"
Idir,0.964,0.716,0.21,0.0123,0.0837,-19.576,0.0395,111.908,0.432,53,4,0,['kabyle']
Idle Eyes,0.0526,0.797,0.495,4.93E-06,0.143,-12.895,0.0355,115.064,0.643,36,4,0,"['classic canadian rock', 'deep new wave']"
Idris Muhammad,0.232251818,0.643636364,0.641454545,0.433196909,0.096090909,-8.650545455,0.062390909,125.3344545,0.673636364,34,9,0,"['afrobeat', 'funk', 'jazz funk', 'new orleans funk', 'soul jazz']"
Iggie Wolfington,0.586,0.669,0.361,0,0.1801,-14.7275,0.32,133.3155,0.887,21,0,1,[]
Iggy Azalea,0.061793333,0.772238095,0.706714286,4.68E-05,0.214433333,-5.604428571,0.083342857,119.0474762,0.415190476,61.23809524,1,1,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']"
Iggy Pop,0.122930769,0.4565,0.751730769,0.143682978,0.225223077,-7.647769231,0.046115385,126.6920769,0.547884615,41.65384615,0,1,"['alternative rock', 'classic rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'post-punk', 'protopunk', 'psychedelic rock', 'punk', 'rock']"
Ignacio Corsini,0.985062903,0.547090323,0.188055565,0.422270027,0.18154,-20.82085645,0.121572903,106.2566403,0.638848387,0.024193548,5,1,"['tango', 'vintage tango']"
Ignacio Rufino,0.993823529,0.299705882,0.341764706,0.208825382,0.416882353,-15.54870588,0.123417647,106.4795294,0.224111765,0.058823529,8,1,[]
Ignacy Jan Paderewski,0.993,0.357,0.124,0.853,0.165,-18.75,0.0586,79.862,0.11,0,3,0,"['polish classical', 'post-romantic era']"
Ignaz Friedman,0.994235294,0.328235294,0.093231176,0.846276471,0.335205882,-20.59429412,0.042782353,80.03947059,0.207711765,0,9,1,['historic piano performance']
Igor Kipnis,0.85,0.410666667,0.104633333,0.569133333,0.136133333,-30.14133333,0.0366,130.4596667,0.518,7.333333333,7,1,"['harpsichord', 'historical keyboard']"
Igor Markevitch,0.926,0.209,0.177,0.868,0.0889,-14.969,0.0401,75.949,0.0644,0,0,1,"['historic orchestral performance', 'orchestral performance', 'russian modern classical']"
Igor Oistrakh,0.868,0.331,0.221333333,0.058363333,0.144,-18.17533333,0.0587,116.517,0.519,16.66666667,2,0,['violin']
Igor Stravinsky,0.92048878,0.347566707,0.202345018,0.582068176,0.228335366,-20.42955488,0.058034756,108.266211,0.241908171,0.831707317,0,1,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']"
Igors Gavon,0.812,0.447,0.249,0,0.366,-16.528,0.0495,84.96,0.51,30,6,0,[]
Ike & Tina Turner,0.502452,0.60216,0.63188,0.061126498,0.172232,-9.17132,0.077836,114.88428,0.74376,34.84,2,1,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']"
Ike Isaacs,0.94,0.583,0.397,0.0473,0.0915,-13.473,0.0572,175.243,0.903,32,3,1,[]
Ike Isaacs Trio,0.5495,0.607,0.1935,0,0.186,-15.2585,0.1055,89.1675,0.4895,8,10,0,[]
